Region-String,Group-String,RestaurantID-Integer,RestaurantName-String,City-String,Zip-Integer,State-String,Latitude-Double,Longitude-Double,Timezone-Integer,DaylightSavings-Integer,GeoPoint-String,UseRow-String,Owner-String,Capacity-Integer,Type-String,PicturePath-String,Createdate-String,IsActive-String,IsUpdated-String
Region-3,Group-3,400,PANGEA RESTAURANT,East Palatka,32131,FL,29.668112,-81.59005,-5,1,"29.668112,-81.59005",Yes,,12,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,401,AUTOMATIC SLIMS,Gainesville,32611,FL,29.681312,-82.353862,-5,1,"29.681312,-82.353862",Yes,,71,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,402,CLOISTER CAFE,Pompano Beach,33072,FL,26.233459,-80.092365,-5,1,"26.233459,-80.092365",Yes,,81,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,403,JIMBO'S HAMBURGER PLACE,Sydney,33587,FL,27.871964,-82.438841,-5,1,"27.871964,-82.438841",Yes,,98,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,404,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,Bradenton,34209,FL,27.488866,-82.62737,-5,1,"27.488866,-82.62737",Yes,,97,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,405,LATTANZI,Mount Olive,35117,AL,33.665823,-86.87111,-6,1,"33.665823,-86.87111",Yes,,39,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,406,PIZZA GARDEN,Huntsville,35809,AL,34.733964,-86.522913,-6,1,"34.733964,-86.522913",Yes,,62,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,407,ISLAND,Fairhope,36532,AL,30.512458,-87.88559,-6,1,"30.512458,-87.88559",Yes,,91,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,408,EASTWOOD MANOR,Ridgetop,37152,TN,36.396821,-86.76679,-6,1,"36.396821,-86.76679",Yes,,59,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,409,SALUMERIA BEILLESE/ BIRICCHINO REST,Oak Ridge,37830,TN,35.992691,-84.27044,-5,1,"35.992691,-84.27044",Yes,,62,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,410,ACADEMY RESTAURAUNT,Pinson,38366,TN,35.4832,-88.73125,-6,1,"35.4832,-88.73125",Yes,,99,Asian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,411,PARK PLAZA RESTAURANT,Morgan City,38946,MS,33.359299,-90.3527,-6,1,"33.359299,-90.3527",Yes,,86,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,412,SAM'S PLACE,Kokomo,39643,MS,31.231448,-90.02263,-6,1,"31.231448,-90.02263",Yes,,97,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,413,RAY'S PIZZA,Richmond,40476,KY,37.716443,-84.299699,-5,1,"37.716443,-84.299699",Yes,,45,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,414,HUNTER'S STEAK & ALE HOUSE,Williamsport,41271,KY,37.831277,-82.726407,-5,1,"37.831277,-82.726407",Yes,,88,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,415,LJUBO'S PIZZERIA,Cerulean,42215,KY,36.983293,-87.68273,-6,1,"36.983293,-87.68273",Yes,,79,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,416,DAKOTA DINER,Stoutsville,43154,OH,39.605605,-82.82656,-5,1,"39.605605,-82.82656",Yes,,32,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,417,PRIMOLA RESTAURANT,Senecaville,43780,OH,39.930047,-81.44256,-5,1,"39.930047,-81.44256",Yes,,53,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,418,ARIRANG HIBACHI STEAK HOUSE,Akron,44325,OH,41.076425,-81.51026,-5,1,"41.076425,-81.51026",Yes,,29,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,419,COUNTRY DONUTS,Oxford,45056,OH,39.498751,-84.7407,-5,1,"39.498751,-84.7407",Yes,,20,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,420,JACKS FIRE DEPARTMENT,Jasper,45642,OH,39.047577,-83.05382,-5,1,"39.047577,-83.05382",Yes,,69,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,421,VENICE PIZZA,Waldron,46182,IN,39.457143,-85.67065,-5,0,"39.457143,-85.67065",Yes,,93,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,422,PIZZA PLUS,Fort Wayne,46852,IN,41.093763,-85.070713,-5,0,"41.093763,-85.070713",Yes,,39,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,423,NILES RESTAURANT,Bloomington,47402,IN,39.173234,-86.501543,-5,0,"39.173234,-86.501543",Yes,,36,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,424,TASTY'S,Perrysville,47974,IN,40.043359,-87.4655,-5,0,"40.043359,-87.4655",Yes,,49,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,425,OAKLAND CAFETERIA/QUEENSBOROUGH COMMUNITY COLLEGE,Oxford,48371,MI,42.823968,-83.27921,-5,1,"42.823968,-83.27921",Yes,,70,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,426,Q.B.COMM.COLLEGE-MAIN KITCHEN/TIGER BITES SECTION,Webberville,48892,MI,42.643684,-84.17011,-5,1,"42.643684,-84.17011",Yes,,65,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,427,"NEW YORK UNIVERSITY,- LAW SCHOOL",Muskegon,49444,MI,43.198048,-86.22774,-5,1,"43.198048,-86.22774",Yes,,100,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,428,ERIN'S ISLE,Kearsarge,49942,MI,47.269659,-88.41589,-5,1,"47.269659,-88.41589",Yes,,29,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,429,WESTSIDE RESTAURANT,Crystal Lake,50432,IA,43.222661,-93.7909,-6,1,"43.222661,-93.7909",Yes,,33,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,430,SAL AND CARMINE PIZZA,Sioux City,51111,IA,42.406357,-96.37617,-6,1,"42.406357,-96.37617",Yes,,46,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,431,CUBBYHOLE,Millersburg,52308,IA,41.572665,-92.15933,-6,1,"41.572665,-92.15933",Yes,,92,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,432,PERIYALI,Darien,53114,WI,42.60027,-88.74978,-6,1,"42.60027,-88.74978",Yes,,40,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,433,CLUB METROPOLITAN,Marquette,53947,WI,43.747501,-89.1405,-6,1,"43.747501,-89.1405",Yes,,31,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,434,FRANK'S SOUP BOWL,Arkdale,54613,WI,44.061018,-89.90838,-6,1,"44.061018,-89.90838",Yes,,59,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,435,COPPER KETTLE,Rush City,55069,MN,45.690784,-92.96843,-6,1,"45.690784,-92.96843",Yes,,25,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,436,SANREMO PIZZA,Knife River,55609,MN,46.94939,-91.78525,-6,1,"46.94939,-91.78525",Yes,,53,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,437,ARNO RISTORANTE,Ormsby,56162,MN,43.843264,-94.68446,-6,1,"43.843264,-94.68446",Yes,,21,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,438,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),Vining,56588,MN,46.246571,-95.5305,-6,1,"46.246571,-95.5305",Yes,,88,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,439,LUPE'S EAST L.A. KITCHEN,Marty,57361,SD,43.007052,-98.4172,-6,1,"43.007052,-98.4172",Yes,,11,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,440,DUE,Fargo,58103,ND,46.860864,-96.81602,-6,1,"46.860864,-96.81602",Yes,,56,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,441,LA CASA DEL POLLO RESTAURANT,Des Lacs,58733,ND,48.171782,-101.60981,-6,1,"48.171782,-101.60981",Yes,,11,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,442,DA UMBERTO RESTAURANT,Box Elder,59521,MT,48.321712,-109.9578,-7,1,"48.321712,-109.9578",Yes,,50,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,443,FLATS FIX / TACO Y TEQUILA BAR,Hanover Park,60133,IL,41.980896,-88.144475,-6,1,"41.980896,-88.144475",Yes,,13,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,444,JIMMY MAX RESTAURANT,Harwood Heights,60706,IL,41.96418,-87.81686,-6,1,"41.96418,-87.81686",Yes,,84,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,445,PECULIAR PUB,Knoxville,61448,IL,40.910079,-90.27171,-6,1,"40.910079,-90.27171",Yes,,77,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,446,CAFE LALO,East Alton,62024,IL,38.868136,-90.08023,-6,1,"38.868136,-90.08023",Yes,,95,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,447,ARTURO'S PIZZA,Mt Zion,62549,IL,39.777116,-88.87171,-6,1,"39.777116,-88.87171",Yes,,72,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,448,TAL BAGELS DELI,Tunnel Hill,62991,IL,37.540479,-88.86601,-6,1,"37.540479,-88.86601",Yes,,97,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,449,WALNUT BUS STOP,Marquand,63655,MO,37.416023,-90.18886,-6,1,"37.416023,-90.18886",Yes,,29,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,450,ROSEBANK TAVERN,Blythedale,64426,MO,40.528127,-93.8743,-6,1,"40.528127,-93.8743",Yes,,59,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,451,TRATTORIA DELLA ARTE,Columbia,65202,MO,39.00234,-92.30033,-6,1,"39.00234,-92.30033",Yes,,95,Asian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,452,GREEN PAVILION RESTAURANT & SPORTS LOUNGE,Zanoni,65784,MO,36.695557,-92.32949,-6,1,"36.695557,-92.32949",Yes,,126,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,453,WESTWAY DINER,Galena,66739,KS,37.091398,-94.65462,-6,1,"37.091398,-94.65462",Yes,,82,Chinies,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,454,ROCKING HORSE CAFE,Delphos,67436,KS,39.26795,-97.73798,-6,1,"39.26795,-97.73798",Yes,,200,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,455,T.G.I. FRIDAY'S,Offutt A F B,68113,NE,41.127805,-95.90649,-6,1,"41.127805,-95.90649",Yes,,86,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,456,MASAWA,Rose,68772,NE,42.231317,-99.59463,-6,1,"42.231317,-99.59463",Yes,,168,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,457,SOB's,Harvey,70058,LA,29.878578,-90.06903,-6,1,"29.878578,-90.06903",Yes,,91,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,458,WALKER'S RESTAURANT,Oberlin,70655,LA,30.620456,-92.74582,-6,1,"30.620456,-92.74582",Yes,,134,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,459,HOLLAND BAR,Alexandria,71315,LA,31.139651,-92.398384,-6,1,"31.139651,-92.398384",Yes,,189,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,460,LUCKY PIZZA,North Little Rock,72019,AR,34.804791,-92.28925,-6,1,"34.804791,-92.28925",Yes,,98,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,461,THE PIZZA PLACE,Batesville,72501,AR,35.78108,-91.63835,-6,1,"35.78108,-91.63835",Yes,,115,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,462,AMNON KOSHER PIZZA,Marlow,73055,OK,34.637595,-97.93235,-6,1,"34.637595,-97.93235",Yes,,76,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,463,COWGIRL HALL OF FAME,Watonga,73772,OK,35.870276,-98.43772,-6,1,"35.870276,-98.43772",Yes,,190,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,464,LEE'S VILLA CHINESE RESTAURANT,Tuskahoma,74574,OK,34.646758,-95.27642,-6,1,"34.646758,-95.27642",Yes,,147,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,465,FAMOUS FAMIGLIA PIZZERIA,Dallas,75210,TX,32.77103,-96.74732,-6,1,"32.77103,-96.74732",Yes,,101,Asian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,466,DIVE BAR,Winona,75752,TX,32.223828,-95.785482,-6,1,"32.223828,-95.785482",Yes,,175,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,467,BENNYS BURRITOS,Wichita Falls,76303,TX,33.897073,-98.459792,-6,1,"33.897073,-98.459792",Yes,,141,Chinies,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,468,GLENDALE PIZZA,Mereta,76940,TX,31.45195,-100.12886,-6,1,"31.45195,-100.12886",Yes,,135,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,469,THE CORNELL CENTER OF NEW YORK,Prairie View,77446,TX,30.082131,-95.99178,-6,1,"30.082131,-95.99178",Yes,,129,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,470,QUEEN BEE'S TAVERN,Laredo,78045,TX,27.648832,-99.53371,-6,1,"27.648832,-99.53371",Yes,,108,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,471,NECTAR OF 82ND STREET,Lozano,78568,TX,26.190402,-97.542263,-6,1,"26.190402,-97.542263",Yes,,119,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,472,2A,Pampa,79065,TX,35.533093,-100.96041,-6,1,"35.533093,-100.96041",Yes,,152,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,473,SETTE MEZZO,Saragosa,79780,TX,31.026706,-103.65509,-6,1,"31.026706,-103.65509",Yes,,147,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,474,TERESA'S RESTURANT,Black Hawk,80422,CO,39.813744,-105.50875,-7,1,"39.813744,-105.50875",Yes,,156,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,475,YAMA JAPANESE RESTAURANT',La Veta,81055,CO,37.499829,-105.02943,-7,1,"37.499829,-105.02943",Yes,,59,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,476,CHADWICK'S,Bill,82631,WY,42.894249,-105.485243,-7,1,"42.894249,-105.485243",Yes,,25,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,477,DALLAS BBQ,Mesa,83643,ID,44.605095,-116.48879,-7,1,"44.605095,-116.48879",Yes,,53,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,478,LA RIVISTA RESTAURANT,Logan,84321,UT,41.730637,-111.78042,-7,1,"41.730637,-111.78042",Yes,,21,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,479,EL CASTILLO DE JAGUA REST,Hayden,85235,AZ,32.995762,-110.7804,-7,0,"32.995762,-110.7804",Yes,,88,Asian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,480,SAKEBAR DECIBEL,Bellemont,86015,AZ,35.235694,-111.83,-7,0,"35.235694,-111.83",Yes,,11,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,481,BAGEL CAFE,Glorieta,87535,NM,35.759271,-105.74841,-7,1,"35.759271,-105.74841",Yes,,56,Chinies,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,482,SACCO PIZZA,El Paso,88554,TX,31.694842,-106.299987,-7,1,"31.694842,-106.299987",Yes,,11,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,483,SAC'S PIZZA PLACE,Los Angeles,90029,CA,34.090259,-118.29455,-8,1,"34.090259,-118.29455",Yes,,50,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,484,RIVOLI PIZZA RESTAURANT,Pasadena,91124,CA,33.786594,-118.298662,-8,1,"33.786594,-118.298662",Yes,,13,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,485,ROYAL PIZZA,Escondido,92033,CA,33.016928,-116.846046,-8,1,"33.016928,-116.846046",Yes,,84,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,486,DA TOMMASSO,Aguanga,92536,CA,33.485978,-116.82004,-8,1,"33.485978,-116.82004",Yes,,77,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,487,BAYBRIDGE SZECHUAN RESTAURANT,Tipton,93272,CA,36.059363,-119.32025,-8,1,"36.059363,-119.32025",Yes,,95,American,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,488,TOM'S RESTAURANT,Soledad,93960,CA,36.41176,-121.32617,-8,1,"36.41176,-121.32617",Yes,,72,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,489,TOWNHOUSE OF NY,Walnut Creek,94596,CA,37.905924,-122.05858,-8,1,"37.905924,-122.05858",Yes,,97,Italian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,490,VILLA MONTE RESTAURANT & PIZZERIA,Cressey,95312,CA,37.420143,-120.66525,-8,1,"37.420143,-120.66525",Yes,,29,Mexican,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,491,ROSA'S PIZZA,Chicago Park,95712,CA,39.167276,-120.964275,-8,1,"39.167276,-120.964275",Yes,,59,African,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,492,GIANDO,Hana,96713,HI,20.739217,-156.03893,-10,0,"20.739217,-156.03893",Yes,,95,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,493,CHAMP GOURMET,Portland,97283,OR,45.580557,-122.374776,-8,1,"45.580557,-122.374776",Yes,,28,Asian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,494,AUSTIN HOUSE,North Powder,97867,OR,45.048141,-117.96742,-8,1,"45.048141,-117.96742",Yes,,149,Parsian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-2,495,WHARF BAR AND GRILL,Puyallup,98375,WA,47.112477,-122.32247,-8,1,"47.112477,-122.32247",Yes,,97,Chinies,c:\owner\,3/31/2020,TRUE,
Region-3,Group-3,496,CLASSIC COFFEE SHOP,Deer Park,99006,WA,47.966471,-117.48145,-8,1,"47.966471,-117.48145",Yes,,166,Indian,c:\owner\,3/31/2020,TRUE,
Region-3,Group-1,497,QUEEN RESTAURANT,Soldotna,99669,AK,60.489536,-151.02091,-9,1,"60.489536,-151.02091",Yes,,83,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,498,O G RESTAURANT,Sabana Seca,952,PR,18.429218,-66.18014,-4,0,"18.429218,-66.18014",Yes,,108,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,499,POMODORO RISTORANTE,Framingham,1704,MA,42.446396,-71.459405,-5,1,"42.446396,-71.459405",Yes,,98,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,500,5 BURRO CAFE,Elmwood,2337,MA,42.022225,-70.931588,-5,1,"42.022225,-70.931588",Yes,,127,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,501,TRONO DE MEXICO,Epping,3042,NH,43.045076,-71.07095,-5,1,"43.045076,-71.07095",Yes,,197,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,502,CLEOPATRA'S NEEDLE,York Beach,3910,ME,43.211674,-70.73201,-5,1,"43.211674,-70.73201",Yes,,124,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,503,HAVELI INDIAN RESTAURANT,Addison,4606,ME,44.556073,-67.70122,-5,1,"44.556073,-67.70122",Yes,,73,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,504,CHO-SEN GARDEN,Craftsbury,5286,VT,44.627698,-72.434398,-5,1,"44.627698,-72.434398",Yes,,195,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,505,PAPAZZIO RESTAURANT,Enfield,6082,CT,41.987238,-72.56365,-5,1,"41.987238,-72.56365",Yes,,170,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,506,VILLA BARONE MANOR,Northfield,6778,CT,41.694945,-73.10942,-5,1,"41.694945,-73.10942",Yes,,104,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,507,THE FAMOUS JIMBO'S HAMBURGER PALACE,Emerson,7630,NJ,40.97514,-74.02725,-5,1,"40.97514,-74.02725",Yes,,137,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,508,TASTE OF INDIA II RESTAURANT,Pleasantville,8232,NJ,39.394616,-74.52212,-5,1,"39.394616,-74.52212",Yes,,135,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,509,STAGE DOOR DELI,New York,10090,NY,40.780751,-73.977182,-5,1,"40.780751,-73.977182",Yes,,101,Chinies,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,510,KUM KAU KITCHEN,Stony Point,10980,NY,41.231408,-74.01157,-5,1,"41.231408,-74.01157",Yes,,196,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,511,HAN BAT RESTAURANT,Oyster Bay,11771,NY,40.868882,-73.52292,-5,1,"40.868882,-73.52292",Yes,,124,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,512,DENNIS' PLACE,Bloomington,12411,NY,41.87916,-74.03995,-5,1,"41.87916,-74.03995",Yes,,119,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,513,CAFE LUNA,Au Sable Forks,12912,NY,44.466008,-73.73441,-5,1,"44.466008,-73.73441",Yes,,190,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,514,SCOTTY'S DINER,Plymouth,13444,NY,42.637549,-75.672508,-5,1,"42.637549,-75.672508",Yes,,193,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,515,MIRACALI BAKERY,Lake View,14085,NY,42.718308,-78.9372,-5,1,"42.718308,-78.9372",Yes,,120,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,516,DANIEL'S BAGEL,Hinsdale,14743,NY,42.203691,-78.407,-5,1,"42.203691,-78.407",Yes,,157,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,517,KABAB CAFE,Pittsburgh,15276,PA,40.434436,-80.024817,-5,1,"40.434436,-80.024817",Yes,,155,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,518,LUKE'S BAR & GRILL,Josephine,15750,PA,40.482783,-79.185048,-5,1,"40.482783,-79.185048",Yes,,75,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,519,A & S PIZZERIA,Centerville,16404,PA,41.727069,-79.78908,-5,1,"41.727069,-79.78908",Yes,,160,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,520,BELAIRE CAFE,Liverpool,17045,PA,40.586914,-76.99402,-5,1,"40.586914,-76.99402",Yes,,90,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,521,LAZZARAS PIZZA CAFE,Montoursville,17754,PA,41.271098,-76.90382,-5,1,"41.271098,-76.90382",Yes,,168,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,522,LITTLE PIE COMPANY,Carbondale,18407,PA,41.583517,-75.51015,-5,1,"41.583517,-75.51015",Yes,,89,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,523,MALACHY'S,Newtown Square,19073,PA,39.98451,-75.41265,-5,1,"39.98451,-75.41265",Yes,,105,Chinies,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,524,GROTTO AZZURA PIZZERIA,Newark,19714,DE,39.564499,-75.597047,-5,1,"39.564499,-75.597047",Yes,,87,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,525,SYBIL'S BAKERY,Washington,20289,DC,38.893311,-77.014647,-5,1,"38.893311,-77.014647",Yes,,173,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,526,RICHER'S BAKERY & CAFE,Bethesda,20814,MD,38.999759,-77.10185,-5,1,"38.999759,-77.10185",Yes,,86,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,527,LINA RESTAURANT,Hurlock,21643,MD,38.641666,-75.86418,-5,1,"38.641666,-75.86418",Yes,,121,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,528,BAR ASSOCIATION OF THE CITY OF NY KITCHEN,Alexandria,22336,VA,38.815762,-77.09005,-5,1,"38.815762,-77.09005",Yes,,186,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,529,BAY RIDGE MANOR CATERING,Macon,23101,VA,37.553314,-77.892964,-5,1,"37.553314,-77.892964",Yes,,187,American,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,530,3 GUYS,Branchville,23828,VA,36.582188,-77.27759,-5,1,"36.582188,-77.27759",Yes,,89,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,531,VACCARO'S PIZZERIA & TRATTORIA,Laurel Fork,24352,VA,36.708515,-80.52791,-5,1,"36.708515,-80.52791",Yes,,81,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,532,AIR FRANCE LOUNGE,Waiteville,24984,WV,37.515131,-80.38284,-5,1,"37.515131,-80.38284",Yes,,150,Mexican,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,533,THE BEEKMAN,Man,25635,WV,37.729265,-81.87853,-5,1,"37.729265,-81.87853",Yes,,119,African,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,534,PEKING RESTAURANT,Clarksburg,26302,WV,39.26277,-80.30858,-5,1,"39.26277,-80.30858",Yes,,111,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,535,TEA AND SYMPATHY,Eagle Springs,27242,NC,35.307299,-79.65327,-5,1,"35.307299,-79.65327",Yes,,147,Asian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,536,COLLADO RESTAURANT,Nashville,27856,NC,35.993357,-77.96738,-5,1,"35.993357,-77.96738",Yes,,192,Parsian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,537,TAKAHACHI RESTAURANT,Fayetteville,28311,NC,35.134301,-78.89411,-5,1,"35.134301,-78.89411",Yes,,172,Chinies,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,538,ORSO,Vilas,28692,NC,36.268944,-81.77819,-5,1,"36.268944,-81.77819",Yes,,70,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-1,539,H & H MIDTOWN BAGELS EAST,Kinards,29355,SC,34.338289,-81.78674,-5,1,"34.338289,-81.78674",Yes,,95,Italian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-2,540,LILY'S BAR @ ROGER SMITH HOTEL,Blackville,29817,SC,33.363785,-81.28416,-5,1,"33.363785,-81.28416",Yes,,72,Indian,c:\owner\,3/31/2020,TRUE,
Region-4,Group-3,541,HILLSIDE SWIMMING CLUB,Woodbury,30293,GA,32.973728,-84.5903,-5,1,"32.973728,-84.5903",Yes,,172,Italian,c:\owner\,3/31/2020,TRUE,
